"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"gene:SSLN_0000215901" 5.10145365054769 2.08420010575379 0.739937860507277 2.81672315608359 0.00485163255403527 0.0103104660419423
"gene:SSLN_0000216201" 364.203767073462 1.6810596985072 0.365398982598121 4.60061406453364 4.21247270382394e-06 1.60999960344102e-05
"gene:SSLN_0000216301" 284.05317624084 1.11861067620148 0.243452146400111 4.59478666646486 4.33192223815001e-06 1.65062617989679e-05
"gene:SSLN_0000216801" 305.058862454459 1.99780408048172 0.307726335220758 6.4921452986743 8.46225824830513e-11 6.34209962637635e-10
"gene:SSLN_0000217101" 19.3947519556139 0.821366840626043 0.343813913320145 2.38898662562623 0.0168949173854509 0.0316507442673565
"gene:SSLN_0000217801" 19.018994700053 -1.4064495454942 0.486528921312467 -2.89078302210717 0.00384283337129884 0.00836887753443453
"gene:SSLN_0000217901" 17.0369069089736 4.33642802231374 0.687461693890477 6.3078831313103 2.82877678591875e-10 2.00262889895427e-09
"gene:SSLN_0000218001" 3.16225173344425 4.24787545215744 0.931674766279144 4.55939734111539 5.13006269761559e-06 1.93666755867198e-05
"gene:SSLN_0000218201" 86.1277256436056 -0.783029352346246 0.306007936256283 -2.55885308703385 0.0105018112201266 0.0206933348406863
"gene:SSLN_0000218901" 454.271873372748 -0.968525824587379 0.280751382590749 -3.44976333028144 0.000561078213807375 0.00145186218212012
"gene:SSLN_0000219001" 121.811179081456 1.19388405805725 0.302498483738295 3.94674394166593 7.92212022655678e-05 0.000239362814024111
"gene:SSLN_0000219201" 63.839284306977 2.20817802695935 0.504312586501163 4.37858995802449 1.19449634311316e-05 4.21308687191549e-05
"gene:SSLN_0000219401" 5.79607833647374 -4.00415688718075 0.80122028504702 -4.99757302942694 5.80563548555999e-07 2.56963122405116e-06
"gene:SSLN_0000219901" 15.6246273476596 -1.71267042807806 0.602552831398981 -2.84235728193602 0.00447812758044116 0.00958755447394389
"gene:SSLN_0000220201" 8.78598386151778 -1.71907942485515 0.612092074243791 -2.8085307704384 0.00497681261368311 0.010535945120671
"gene:SSLN_0000220401" 83.8503549767435 -0.875854908107809 0.231683415339694 -3.78039535900156 0.000156579518552661 0.00044753214360652
"gene:SSLN_0000220601" 312.715738497067 1.66035689311606 0.505129779722849 3.28699070964902 0.00101264174459791 0.00248834447920509
"gene:SSLN_0000220701" 77.5277367755603 1.00194572921174 0.358677175725302 2.79344713581412 0.00521495520510347 0.0109861829095763
"gene:SSLN_0000220801" 117.189615376371 1.41539711747159 0.501238417907254 2.82380014560952 0.00474579672008813 0.0101042140223345
"gene:SSLN_0000220901" 10.723614547282 2.63511130877383 0.939543535034698 2.80467185448359 0.0050367828892982 0.0106449460788061
"gene:SSLN_0000221801" 175.782046216809 0.629307456383583 0.150576956690702 4.17930784506578 2.92397658963818e-05 9.59256103135813e-05
"gene:SSLN_0000221901" 4980.1766600888 2.34623585425933 0.340391097142337 6.8927650398513 5.47182129654804e-12 4.75982942651832e-11
"gene:SSLN_0000222001" 210.773988161325 2.46020473705603 0.364114581631382 6.75667732402618 1.41192153322171e-11 1.16926075381678e-10
"gene:SSLN_0000222101" 308.094382812766 2.33661487418401 0.313230258472046 7.45973548526935 8.66963510872659e-14 9.26349169318658e-13
"gene:SSLN_0000222501" 94.7874459141836 1.02320631011611 0.335262486333265 3.051955860934 0.00227355530372918 0.00520590993000187
"gene:SSLN_0000222601" 721.863261609449 0.705931560745669 0.265595314271098 2.6579217433976 0.00786241474881571 0.0158847703215865
"gene:SSLN_0000222701" 191.620839419872 3.48554610428279 0.34479983942897 10.1088971214583 5.04489735538555e-24 1.53741297993593e-22
"gene:SSLN_0000222901" 23.1466308853088 4.27498507663798 0.611658475359804 6.98917001701522 2.76517167846078e-12 2.47877889747734e-11
"gene:SSLN_0000223001" 83.4448754803409 7.68765605340105 1.44276079840798 5.32843425042047 9.9063045528547e-08 4.85641102102838e-07
"gene:SSLN_0000223101" 9.33395316348913 7.80840115857987 1.32296297463471 5.90220687070694 3.58671019783668e-09 2.18125701679011e-08
"gene:SSLN_0000223201" 9.43588311117911 7.80163745513867 1.24787475978327 6.2519394626538 4.0538654035022e-10 2.82074656730584e-09
"gene:SSLN_0000224001" 52.2738368303357 -1.36554977100251 0.451407029916683 -3.02509637755211 0.00248553910094603 0.00562598250345303
"gene:SSLN_0000224101" 2.18900728650468 3.28464105000848 1.01949645779013 3.22182683903416 0.00127376091413777 0.00307309846551413
"gene:SSLN_0000224401" 1203.76515690294 2.36819337064467 0.236879896428867 9.99744345698759 1.56382093131254e-23 4.54495746458308e-22
"gene:SSLN_0000224801" 896.435059226289 1.49299649365589 0.334447753314179 4.46406495143466 8.04191685101747e-06 2.91770465514576e-05
"gene:SSLN_0000225201" 43.2143548688898 -2.43607855398112 0.480105238450908 -5.07405118478043 3.8943422911931e-07 1.75805740124005e-06
"gene:SSLN_0000225501" 5.94701038637308 3.01684333775019 0.966116341356748 3.12265014947738 0.00179230657313518 0.00419440451638093
"gene:SSLN_0000225601" 14.3104626542277 3.53763969697124 0.781506134281547 4.52669472674511 5.991339152601e-06 2.22879108061592e-05
"gene:SSLN_0000225701" 441.589549213327 3.11309759833183 0.286893828336949 10.8510441523879 1.97160025648921e-27 8.86577900352883e-26
"gene:SSLN_0000225901" 63.3946805401338 -0.802963145841878 0.309388561419266 -2.59532266531906 0.0094502155257615 0.0187766587986669
"gene:SSLN_0000226301" 98.727220053071 -0.876130741028197 0.254721005054887 -3.43957005367268 0.000582638973983151 0.00150146183233851
"gene:SSLN_0000226601" 18.0918575115839 -2.13066448488434 0.396977168178722 -5.36722173383306 7.99587338249062e-08 3.96775816122513e-07
"gene:SSLN_0000226701" 13.0854008919168 -2.52245496919652 0.43224994764964 -5.83563973324317 5.35845668971701e-09 3.19539933483988e-08
"gene:SSLN_0000226901" 44.2209965415144 1.38383351107349 0.361416227797513 3.82891913710304 0.000128707284373093 0.00037342152791252
"gene:SSLN_0000227001" 136.91654590256 1.76551108023172 0.441023003860639 4.00321766614607 6.24867618411288e-05 0.000192379515436392
"gene:SSLN_0000227201" 114.519121576899 -1.20103710907616 0.40631737591171 -2.95590880498584 0.00311749252754902 0.00692692489020027
"gene:SSLN_0000227401" 204.195900171803 5.07137273713516 0.941599814737543 5.38591093345608 7.20786515432211e-08 3.60306163623549e-07
"gene:SSLN_0000227601" 191.134658742855 -1.34680180544944 0.353940609081955 -3.80516327002644 0.000141710682788626 0.00040807592321589
"gene:SSLN_0000228101" 328.070320275147 1.12630511620315 0.369266104757613 3.05011779226922 0.00228751630220729 0.00523527230636134
"gene:SSLN_0000228201" 1427.4487059661 2.46672896430616 0.348936730474691 7.06927287634763 1.55747617746635e-12 1.44787600201502e-11
"gene:SSLN_0000228301" 135.482109007366 -0.600246907110545 0.262981240069837 -2.28247044143204 0.0224615806660075 0.0407841800728967
"gene:SSLN_0000228401" 378.819382744651 1.88593593167076 0.323712942119061 5.82595159564894 5.67880750695976e-09 3.37767934655664e-08
"gene:SSLN_0000228501" 138.552630609957 2.34656777750626 0.360813278222757 6.50355161280274 7.84454897229743e-11 5.89515506600795e-10
"gene:SSLN_0000228601" 154.566120119086 1.9530244793869 0.330162314881085 5.91534645645527 3.31177729142304e-09 2.0301547738941e-08
"gene:SSLN_0000229501" 259.59357484738 5.31678530365007 0.408355094853996 13.0200048209293 9.41649626297656e-39 1.04834460411606e-36
"gene:SSLN_0000229701" 74.360236101674 1.79009405860282 0.368152567410013 4.86237016136079 1.15988459251444e-06 4.8862394872328e-06
"gene:SSLN_0000229901" 58.6640504739571 -6.3603060639214 0.501177002481899 -12.6907380674378 6.65556126876704e-37 6.65797270400935e-35
"gene:SSLN_0000230101" 254.874702290542 1.02697902102476 0.220279202180061 4.6621696958267 3.12893019191951e-06 1.2260823530925e-05
"gene:SSLN_0000230201" 164.475313349136 -1.31118468803899 0.291323695369633 -4.50078283668398 6.77036496168124e-06 2.49040469746894e-05
"gene:SSLN_0000230601" 6.54462750360703 1.71257589875636 0.635249069058558 2.69591248877296 0.0070196105750972 0.0143479010940505
"gene:SSLN_0000230701" 212.884455563476 -1.14735977138025 0.244302017336587 -4.69648095373474 2.6468190306411e-06 1.05361409221454e-05
"gene:SSLN_0000231001" 34.5854799657321 -2.25278662776841 0.614636889842971 -3.66523172461054 0.000247114732922499 0.000685023873091387
"gene:SSLN_0000231101" 24.7054334073193 1.27103301585819 0.527562759559826 2.40925462009236 0.0159851413469696 0.030076990090625
"gene:SSLN_0000231301" 271.942604924904 2.4457263598727 0.259760125809232 9.41532636024685 4.71614974521096e-21 1.06907138313033e-19
"gene:SSLN_0000231401" 37.3066000991918 2.22495812111895 0.422231671177026 5.26951972815442 1.36781170130574e-07 6.57016024235411e-07
"gene:SSLN_0000231501" 679.805304418222 1.81972330384735 0.464031698434774 3.92154956220763 8.79813466574586e-05 0.000263181471420632
"gene:SSLN_0000231901" 203.53341743711 1.00386044645299 0.297039064803244 3.37955698560369 0.000726027544735603 0.00183567953389652
"gene:SSLN_0000232001" 1001.87858387111 -0.507880314483327 0.187763962278706 -2.70488707374772 0.00683276130603095 0.0140157904650457
"gene:SSLN_0000232101" 23.4127015376694 4.328110339906 0.614164192735321 7.04715512740945 1.82612702421537e-12 1.68064557128621e-11
"gene:SSLN_0000232701" 211.195377967988 3.10677429871589 0.847173918298127 3.66722137168368 0.000245200504363685 0.000679990550972412
"gene:SSLN_0000232801" 4835.41313549752 -2.78198546668146 0.463468860366174 -6.00252941369888 1.9426705429756e-09 1.22739436365117e-08
"gene:SSLN_0000233001" 1234.02647443808 -3.35170364447668 0.522230040413001 -6.4180598301584 1.38022015705388e-10 1.01081905931718e-09
"gene:SSLN_0000233301" 96.3884825186574 4.26716785211166 0.667043842410132 6.39713251334984 1.58321922759233e-10 1.15033375983748e-09
"gene:SSLN_0000233601" 324.467796334072 1.69533909452665 0.318238753635229 5.32725532374941 9.97079585494326e-08 4.884557728087e-07
"gene:SSLN_0000233901" 13.1329043171506 1.57991485352687 0.597034933213917 2.64626869490197 0.0081385142625962 0.0163850356417005
"gene:SSLN_0000234401" 418.763819985296 1.19409510789577 0.316922998424095 3.76777675912898 0.000164707892567426 0.000469016595893837
"gene:SSLN_0000234801" 250.910359100711 1.49200165925168 0.493802801971339 3.02145239616982 0.0025156519298748 0.00568947819330302
"gene:SSLN_0000235601" 150.600929206302 -1.00945073778188 0.2788975775741 -3.61943171598067 0.000295250706970332 0.0008040907496006
"gene:SSLN_0000236101" 206.652305212065 1.62140652299645 0.271533460715091 5.97129546659343 2.35377017379735e-09 1.47097316655828e-08
"gene:SSLN_0000236201" 163.351912837349 0.907968434926332 0.326652979623504 2.77961167221816 0.00544239372088912 0.011407872049328
"gene:SSLN_0000236801" 1272.39372278634 0.890310076167336 0.18983009082125 4.69003661282384 2.73156167528198e-06 1.08328666840758e-05
"gene:SSLN_0000237001" 8.93821101312311 1.14589296299581 0.466972682720011 2.45387579487786 0.0141325785959135 0.0269475479995283
"gene:SSLN_0000237201" 13.3388803490396 2.22782397482947 0.592124264748038 3.76242641530229 0.000168272826375422 0.000478674297983246
"gene:SSLN_0000237301" 20.8307601408655 8.70926534769544 1.05266900544784 8.2735079142852 1.30074163402986e-16 1.87244403105132e-15
"gene:SSLN_0000237501" 132.426439416432 1.53465407586125 0.432559928001711 3.54784152787999 0.000388401835794092 0.00103431468810522
"gene:SSLN_0000237701" 137.227578800136 0.916805452909206 0.24216028434013 3.78594473246279 0.000153125707611408 0.000438204890873859
"gene:SSLN_0000238001" 141.717486153168 -0.580900676053114 0.2310780851255 -2.51387177515177 0.0119413841828272 0.0231955548957267
"gene:SSLN_0000238701" 832.383485408265 1.64355213241488 0.302672037254966 5.43014196924435 5.63092391335995e-08 2.87800461399238e-07
"gene:SSLN_0000238801" 209.326463790213 0.901297821804408 0.183243520939905 4.91857947927115 8.71745206853977e-07 3.76664869502947e-06
"gene:SSLN_0000239001" 3592.15754069589 0.740971213242033 0.202316583946099 3.66243438273672 0.00024982975827135 0.000691578065557648
"gene:SSLN_0000239101" 32.2576470520567 3.09124504027085 0.546021917585804 5.66139369265352 1.50148511411111e-08 8.39870421406152e-08
"gene:SSLN_0000240201" 50.0492131047699 1.0974088289699 0.382756961001819 2.86711657992467 0.00414230393628746 0.00894206502587152
"gene:SSLN_0000240301" 6.32075496791726 2.28313947132162 0.865277029318027 2.63862253817265 0.00832436097641541 0.0167396654449257
"gene:SSLN_0000240401" 272.119261771867 0.714347867844332 0.268356356548616 2.66193757074251 0.00776922865449654 0.0157214565518625
"gene:SSLN_0000240501" 81.9143693448576 3.34891551964931 0.378345934067954 8.85146427673203 8.63784228628032e-19 1.60276092422177e-17
"gene:SSLN_0000240801" 388.243055386539 1.3001344405814 0.271623130887565 4.78653801071004 1.69682814772773e-06 6.98619522200455e-06
"gene:SSLN_0000241501" 360.048288950404 -1.35813765411025 0.305935204216059 -4.43929837231515 9.02526221283158e-06 3.25310038767989e-05
"gene:SSLN_0000241601" 46.5970032767618 7.50733630300672 0.840520556811416 8.93177001105888 4.19246358509511e-19 8.03383112222931e-18
"gene:SSLN_0000241901" 151.957847671771 2.0013615398774 0.231329494328281 8.65156233401547 5.07991324576805e-18 8.79902162582534e-17
"gene:SSLN_0000242001" 504.221549470616 -0.929102300695998 0.302070784140022 -3.07577676980942 0.00209954969476272 0.00484201195058459
"gene:SSLN_0000242101" 983.830226182445 0.668552833000397 0.236177881877455 2.8307173715246 0.00464437405023455 0.00990661059386402
"gene:SSLN_0000242401" 8.93108873202418 3.16526212626037 0.674145040987211 4.69522422300281 2.66314437088094e-06 1.05960011943921e-05
"gene:SSLN_0000242801" 266.802252649823 0.82775428589747 0.291930060702765 2.83545409439786 0.0045760591002636 0.00977448489542611
"gene:SSLN_0000243501" 62.3178560176159 1.02776837274243 0.297471674497445 3.45501256372984 0.000550267180121486 0.0014254904150079
"gene:SSLN_0000243601" 174.701425746951 2.76744602241472 0.572800869162949 4.83142776382108 1.35557401949155e-06 5.65710379053231e-06
"gene:SSLN_0000243901" 140.738253008185 3.07051395326807 0.535821200021419 5.73048239439824 1.00145421988637e-08 5.7389271504904e-08
"gene:SSLN_0000244501" 25.2917402740845 2.14952942659281 0.473720854808702 4.53754443101484 5.69130421436002e-06 2.12462019143429e-05
"gene:SSLN_0000244601" 35.7773579304859 1.38566879119107 0.426030367223759 3.25251178741278 0.00114389851232384 0.00278117628788845
"gene:SSLN_0000244701" 58.6224407507507 0.856488643279671 0.316837784078886 2.7032402267604 0.00686670988750414 0.0140770611816149
"gene:SSLN_0000244801" 106.880040596031 3.75825940188293 0.464135906154788 8.09732527056324 5.61807117660278e-16 7.52254826314271e-15
"gene:SSLN_0000244901" 44.2977790215319 2.53407978738978 0.549379225661555 4.61262397452011 3.97617239922618e-06 1.52602335199659e-05
"gene:SSLN_0000245501" 124.943535149763 1.65951455219541 0.428964117260329 3.86865587451522 0.000109436966349826 0.000321236938222272
"gene:SSLN_0000245801" 88.3363995350709 -2.05905480414886 0.375351149984143 -5.48567602426646 4.11891174939469e-08 2.1522171347613e-07
"gene:SSLN_0000246201" 331.739230576826 -0.932626802419143 0.196019210416628 -4.7578336859785 1.95681615007505e-06 7.9529662743142e-06
"gene:SSLN_0000246801" 1370.56845806587 1.92113832541563 0.274906223160171 6.98834061787064 2.78156422788976e-12 2.49185555911864e-11
"gene:SSLN_0000247401" 2.45994443939903 3.06295035577273 1.00152777039455 3.05827800917201 0.00222612946868621 0.00510748168775355
"gene:SSLN_0000247501" 856.527908998241 0.557802546408442 0.153370852210707 3.63695277406498 0.00027588248847412 0.00075731909989764
"gene:SSLN_0000247701" 258.350386891687 -1.45014221352701 0.373903429761162 -3.8783870328585 0.000105151334949146 0.00030958346679254
"gene:SSLN_0000248301" 788.457583731632 2.93139034592137 0.294511915170363 9.95338454889229 2.43749319687435e-23 6.98124348191918e-22
"gene:SSLN_0000248601" 29.4183953604871 9.51313435454951 2.59498114963577 3.66597435818938 0.000246398615506587 0.000683175916261986
"gene:SSLN_0000248801" 399.733109367661 1.59739288691163 0.366292716782486 4.36097365228314 1.294849596993e-05 4.53575201382603e-05
"gene:SSLN_0000249001" 238.993090227597 1.72109771423354 0.283711781218626 6.06635969377413 1.30841924195474e-09 8.47219870318252e-09
"gene:SSLN_0000249401" 56.742689804253 1.81933940954425 0.514550392462418 3.53578470873896 0.000406565882237903 0.00107769623738369
"gene:SSLN_0000249801" 618.611140487673 1.92192067895368 0.443652293132689 4.33204270259202 1.47732278972032e-05 5.11523479109331e-05
"gene:SSLN_0000250201" 461.895179582919 -1.28040739357384 0.209415171947276 -6.11420548792046 9.7039200349876e-10 6.39134618716621e-09
"gene:SSLN_0000250301" 369.494171509113 5.5433482395259 0.490234251952491 11.3075498446875 1.20404929021973e-29 6.39303863518594e-28
"gene:SSLN_0000250401" 2494.56630196781 2.97105258358738 0.445782865446729 6.66479762655306 2.65030296569142e-11 2.1259402929326e-10
"gene:SSLN_0000250601" 370.482991734217 0.863145236096993 0.323024093678803 2.67207695335338 0.00753833589607566 0.0152897374689318
"gene:SSLN_0000250701" 120.3002901044 1.07401775810633 0.38369505434344 2.79914412747419 0.005123826142239 0.0108057470048288
"gene:SSLN_0000250801" 105.973078464637 0.821327566824347 0.330620349936355 2.48420149268626 0.0129842316603537 0.0249474346654394
"gene:SSLN_0000251101" 4.86498182174551 2.04517976508632 0.928467898116174 2.2027468792792 0.0276125941082537 0.0492067345901032
"gene:SSLN_0000251201" 3.22762137721553 4.2539077537361 1.02343619751987 4.1564953086912 3.23166804754643e-05 0.000104972182109126
"gene:SSLN_0000251401" 443.947152725872 1.46251448725108 0.206757267729763 7.07358199936471 1.50984635533932e-12 1.40738885452122e-11
"gene:SSLN_0000251501" 240.666466618052 2.19537193764155 0.556836126938975 3.94258172455493 8.06091689992505e-05 0.000243130779557495
"gene:SSLN_0000251601" 244.118059658747 -1.25039342167527 0.269789640484888 -4.63469768308361 3.57459495863859e-06 1.38460391144797e-05
"gene:SSLN_0000252101" 23.5709391395517 5.80632811518742 0.929555319222651 6.24635026567651 4.20154410275824e-10 2.91176286840249e-09
"gene:SSLN_0000252901" 232.098242806379 -0.836967144721284 0.252897632199999 -3.30950961240865 0.000934595568501264 0.00231096038387246
"gene:SSLN_0000253001" 15965.0613083873 2.08095149401234 0.352230419918587 5.90792667621756 3.46440143898352e-09 2.11713421271215e-08
"gene:SSLN_0000254501" 410.210707729411 -0.717897171295749 0.203593995667808 -3.52612152898211 0.00042169341341681 0.00111522558854771
"gene:SSLN_0000254801" 369.31025948056 1.26169122397325 0.37790217552863 3.33867150197886 0.000841800483906658 0.00210259737295665
"gene:SSLN_0000254901" 297.69016803019 4.20591275155793 0.502479786690358 8.37031232492091 5.74657173887949e-17 8.66063568288551e-16
"gene:SSLN_0000255001" 3.9291208916643 4.4199975026556 1.05769608796842 4.17889179409309 2.92933008177784e-05 9.60784076477621e-05
"gene:SSLN_0000255301" 230.594867994745 2.25550060619547 0.395130667225845 5.70823981350527 1.14150509754443e-08 6.49566276652963e-08
"gene:SSLN_0000255601" 4.78597239126394 3.15481638405197 1.13092645785633 2.78958579679171 0.00527755112356553 0.011104495238656
"gene:SSLN_0000255801" 231.05567045118 2.13635415799611 0.419402729203032 5.09380127796427 3.50954629064752e-07 1.59372653099964e-06
"gene:SSLN_0000256101" 90.4044574557787 3.01235292722662 0.497554632119845 6.05431591379707 1.41015629778071e-09 9.08833225530472e-09
"gene:SSLN_0000256201" 318.614361756067 1.64165322214836 0.218792461490232 7.50324399189439 6.22575112364894e-14 6.75679986336271e-13
"gene:SSLN_0000256301" 6.85678436646587 3.07173663365991 1.2415911916662 2.47403223724362 0.0133597641086305 0.0255799644271351
"gene:SSLN_0000256501" 1888.30331136975 3.89010098207201 0.261714038965334 14.8639369804204 5.65046588191801e-50 1.34490830172204e-47
"gene:SSLN_0000257001" 445.771366591908 0.793736912774006 0.176031237504718 4.50906852684446 6.51128761647393e-06 2.40407396484147e-05
"gene:SSLN_0000257401" 140.127874771441 -1.2778900866902 0.346264155956205 -3.69050640878873 0.000223808049743913 0.000624399039840061
"gene:SSLN_0000257501" 105.215649555841 0.661860643910425 0.29821351084624 2.21941870451229 0.0264582523088096 0.0473743415205081
"gene:SSLN_0000257601" 182.593243661927 1.09448590905045 0.454252347014194 2.40942268376712 0.0159777810873454 0.0300672393553439
"gene:SSLN_0000257901" 144.441698619632 -1.45708583481104 0.214360643637756 -6.79735706183708 1.06555780389541e-11 8.92598633663602e-11
"gene:SSLN_0000258201" 401.930429862459 -0.747626694758997 0.326031547320163 -2.29311151299364 0.0218415857277115 0.0397420707751492
"gene:SSLN_0000258601" 60.6573916296611 4.26307743902 0.554359963773201 7.69008896314184 1.47032754026894e-14 1.7172480282075e-13
"gene:SSLN_0000258701" 465.548053663454 -0.93650991886051 0.186455294816802 -5.02270487829623 5.09488016894908e-07 2.27032991389096e-06
"gene:SSLN_0000258801" 239.858092900427 0.829571083630203 0.184403263129608 4.49867897970515 6.83770169812533e-06 2.51249592607453e-05
"gene:SSLN_0000259001" 12.4393105015265 1.8520049507705 0.475173543253767 3.89753381067648 9.71772583213145e-05 0.000288253556322679
"gene:SSLN_0000259101" 60.8442981518123 2.53640778438108 0.375224407647917 6.75970894399029 1.3826922318531e-11 1.14643040604997e-10
"gene:SSLN_0000259301" 270.794791031023 1.00065602922324 0.268104810637779 3.73233149693524 0.000189715603837381 0.000534931354365817
"gene:SSLN_0000259401" 371.450099294802 0.915320095257622 0.276626954537571 3.3088608331308 0.000936763878291786 0.0023159071167296
"gene:SSLN_0000259501" 106.008599464195 -4.68067811761483 0.457180703424292 -10.2381357799147 1.33789367285941e-24 4.42916598413051e-23
"gene:SSLN_0000259701" 200.674702135087 2.29448944064126 0.356389954363643 6.4381428616253 1.20944140561671e-10 8.94287016847277e-10
"gene:SSLN_0000259801" 103.706511343257 2.34895750282201 0.34505486902626 6.80748980430484 9.93163467629755e-12 8.36013516501754e-11
"gene:SSLN_0000260001" 211.761306881782 1.03512104735546 0.224325562419983 4.61436956265155 3.94290303099455e-06 1.51578324541576e-05
"gene:SSLN_0000260201" 111.118311593193 1.34056594223748 0.347695970405077 3.85556939493915 0.000115460570793377 0.000337626176615668
"gene:SSLN_0000260701" 187.572168627061 1.70429179214358 0.184553245568446 9.23468881240293 2.59037871744971e-20 5.56145850612647e-19
"gene:SSLN_0000261001" 21.8171816048781 1.33728280747835 0.49977886564848 2.67574901500322 0.00745624596885155 0.0151400168681522
"gene:SSLN_0000261401" 323.595795644526 -1.05697685977175 0.185635514789676 -5.69382890428749 1.24221570035798e-08 7.03684355496178e-08
"gene:SSLN_0000261901" 422.234715103604 0.53378466901985 0.171110684734944 3.11952856624179 0.00181140695649237 0.00423407941658944
"gene:SSLN_0000262401" 388.742953079543 2.06848028992619 0.399068760192753 5.18326788828848 2.18031522678331e-07 1.01858719816391e-06
"gene:SSLN_0000262601" 258.937537880075 1.82970751082689 0.412395146799183 4.43678235553503 9.13135350909952e-06 3.28454803715232e-05
"gene:SSLN_0000262801" 28.5356993304171 8.91429718957025 1.49249922858786 5.97273152228333 2.33313689753153e-09 1.45939985819768e-08
"gene:SSLN_0000263001" 2797.25508420277 8.35685881418587 0.448649631146794 18.6266927108017 1.95221132380144e-77 1.49723762917105e-74
"gene:SSLN_0000263101" 2057.43708832716 8.70555646085409 0.48889636560556 17.8065477129722 6.28699947603321e-71 3.94509217121084e-68
"gene:SSLN_0000263201" 2077.98151397539 9.17902938293113 0.476433081452504 19.2661461604366 1.03351611654788e-82 1.09751461453411e-79
"gene:SSLN_0000263301" 1173.99078341959 7.37811632182467 0.439914264821929 16.7717141993821 3.93005387614108e-63 1.80847979200425e-60
"gene:SSLN_0000263501" 22.4443334641228 3.61853173823247 0.631463478308328 5.7303895831417 1.00200234798888e-08 5.73968564895705e-08
"gene:SSLN_0000263601" 39.4196247847947 -1.34152346125401 0.423013007427919 -3.17135274258111 0.00151730774431516 0.00359657167071957
"gene:SSLN_0000263701" 1316.29912473346 -0.485599233735332 0.205389815668308 -2.3642809754479 0.0180651057337461 0.0335560797435905
"gene:SSLN_0000264201" 41.6759935952859 -5.89630098204298 0.504598520750535 -11.6851333081058 1.51841145045239e-31 9.7044768858774e-30
"gene:SSLN_0000264301" 117.820743495597 4.3874476624028 0.585095011535971 7.49869264973739 6.44574659082368e-14 6.99006533278247e-13
"gene:SSLN_0000264801" 1533.28361989621 -1.24260869642593 0.355911141786964 -3.49134531216703 0.000480594670266902 0.00126013474321644
"gene:SSLN_0000265101" 72.7507578344905 5.87644205056039 0.639803250638273 9.18476429230079 4.12429562048139e-20 8.70579526616905e-19
"gene:SSLN_0000265301" 7.22918131246985 3.10707930817656 0.878265174038493 3.53774622975131 0.000403557715072541 0.0010713681262647
"gene:SSLN_0000265401" 233.723961463235 -1.01083158846191 0.206797030832606 -4.88803724304986 1.0184626658193e-06 4.34348999123741e-06
"gene:SSLN_0000265601" 6.76862814438407 -4.26083501519278 0.805075030160442 -5.29246946628521 1.20675622810362e-07 5.83716528695533e-07
"gene:SSLN_0000265701" 794.442141168879 -1.55287340335337 0.333192028922992 -4.66059589832586 3.15295214306108e-06 1.23444425226768e-05
"gene:SSLN_0000265801" 3904.0619386444 -2.26298209749161 0.341082654618457 -6.63470295791803 3.25156665415524e-11 2.56795638790693e-10
"gene:SSLN_0000265901" 19.5164850016234 -1.29589315882851 0.502282206963954 -2.58001008369685 0.00987974302252894 0.0195681280381653
